geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr07:29445327-29574351	added	grid_absent	retained
Vvinifera:chr07:29445327-29574351-rc	added	grid_absent	retained
Vvinifera:chr07:29450869-29579893	removed	retained	grid_absent
Vvinifera:chr07:29450869-29579893-rc	removed	retained	grid_absent
Vvinifera:chr07:29453859-29484579	removed	retained	grid_absent
Vvinifera:chr07:29457642-29488362	added	grid_absent	retained
Vvinifera:chr07:2946282-2977002	added	grid_absent	retained
Vvinifera:chr07:29488362-29519082	added	grid_absent	retained
Vvinifera:chr07:29495455-29556895	removed	retained	grid_absent
Vvinifera:chr07:29500719-29562159	added	grid_absent	retained
Vvinifera:chr07:29515299-29546019	removed	retained	grid_absent
Vvinifera:chr07:29519082-29549802	added	grid_absent	retained
Vvinifera:chr07:2953375-3014815	removed	retained	grid_absent
Vvinifera:chr07:29546019-29576739	removed	retained	grid_absent
Vvinifera:chr07:29546019-29576739-rc	removed	retained	grid_absent
Vvinifera:chr07:29549802-29580522	added	grid_absent	retained
Vvinifera:chr07:29556895-29618335	removed	retained	grid_absent
Vvinifera:chr07:29562159-29623599	added	grid_absent	retained
Vvinifera:chr07:29574351-29703375	added	grid_absent	retained
Vvinifera:chr07:29574351-29703375-rc	added	grid_absent	retained
Vvinifera:chr07:29576739-29607459	removed	retained	grid_absent
Vvinifera:chr07:29579893-29708917	removed	retained	grid_absent
Vvinifera:chr07:29579893-29708917-rc	removed	retained	grid_absent
Vvinifera:chr07:29580522-29611242	added	grid_absent	retained
Vvinifera:chr07:2958639-3020079	added	grid_absent	retained
Vvinifera:chr07:29607459-29638179	removed	retained	grid_absent
Vvinifera:chr07:29611242-29641962	added	grid_absent	retained
Vvinifera:chr07:29618335-29679775	removed	retained	grid_absent
Vvinifera:chr07:29618335-29679775-rc	removed	retained	grid_absent
Vvinifera:chr07:29623599-29685039	added	grid_absent	retained
Vvinifera:chr07:29623599-29685039-rc	added	grid_absent	retained
Vvinifera:chr07:29638179-29668899	removed	retained	grid_absent
Vvinifera:chr07:29638179-29668899-rc	removed	retained	grid_absent
Vvinifera:chr07:29641962-29672682	added	grid_absent	retained
Vvinifera:chr07:29641962-29672682-rc	added	grid_absent	retained
Vvinifera:chr07:29668899-29699619	removed	retained	grid_absent
Vvinifera:chr07:29672682-29703402	added	grid_absent	retained
Vvinifera:chr07:29679775-29741215	removed	retained	grid_absent
Vvinifera:chr07:29685039-29746479	added	grid_absent	retained
Vvinifera:chr07:29699619-29730339	removed	retained	grid_absent
Vvinifera:chr07:29703375-29832399	added	grid_absent	retained
Vvinifera:chr07:29703375-29832399-rc	added	grid_absent	retained
Vvinifera:chr07:29703402-29734122	added	grid_absent	retained
Vvinifera:chr07:29708917-29837941	removed	retained	grid_absent
Vvinifera:chr07:29708917-29837941-rc	removed	retained	grid_absent
Vvinifera:chr07:2973219-3003939	removed	retained	grid_absent
Vvinifera:chr07:29734122-29764842	added	grid_absent	retained
Vvinifera:chr07:29741215-29802655	removed	retained	grid_absent
Vvinifera:chr07:29741215-29802655-rc	removed	retained	grid_absent
Vvinifera:chr07:29746479-29807919	added	grid_absent	retained
Vvinifera:chr07:29746479-29807919-rc	added	grid_absent	retained
Vvinifera:chr07:29761059-29791779	removed	retained	grid_absent
Vvinifera:chr07:29761059-29791779-rc	removed	retained	grid_absent
Vvinifera:chr07:29764842-29795562	added	grid_absent	retained
Vvinifera:chr07:29764842-29795562-rc	added	grid_absent	retained
Vvinifera:chr07:2977002-3007722	added	grid_absent	retained
Vvinifera:chr07:29791779-29822499	removed	retained	grid_absent
Vvinifera:chr07:29795562-29826282	added	grid_absent	retained
Vvinifera:chr07:29802655-29864095	removed	retained	grid_absent
Vvinifera:chr07:29807919-29869359	added	grid_absent	retained
Vvinifera:chr07:29822499-29853219	removed	retained	grid_absent
Vvinifera:chr07:29826282-29857002	added	grid_absent	retained
Vvinifera:chr07:29832399-29961423	added	grid_absent	retained
Vvinifera:chr07:29832399-29961423-rc	added	grid_absent	retained
Vvinifera:chr07:29837941-29966965	removed	retained	grid_absent
Vvinifera:chr07:29837941-29966965-rc	removed	retained	grid_absent
Vvinifera:chr07:29853219-29883939	removed	retained	grid_absent
Vvinifera:chr07:29864095-29925535	removed	retained	grid_absent
Vvinifera:chr07:29864095-29925535-rc	removed	retained	grid_absent
Vvinifera:chr07:29869359-29930799	added	grid_absent	retained
Vvinifera:chr07:29869359-29930799-rc	added	grid_absent	retained
Vvinifera:chr07:29883939-29914659	removed	retained	grid_absent
Vvinifera:chr07:29887722-29918442	added	grid_absent	retained
Vvinifera:chr07:29914659-29945379	removed	retained	grid_absent
Vvinifera:chr07:29918442-29949162	added	grid_absent	retained
Vvinifera:chr07:29925535-29986975	removed	retained	grid_absent
Vvinifera:chr07:29930799-29992239	added	grid_absent	retained
Vvinifera:chr07:29945379-29976099	removed	retained	grid_absent
Vvinifera:chr07:29949162-29979882	added	grid_absent	retained
Vvinifera:chr07:2995407-3124431	added	grid_absent	retained
Vvinifera:chr07:2995407-3124431-rc	added	grid_absent	retained
Vvinifera:chr07:29961423-30090447	added	grid_absent	retained
Vvinifera:chr07:29966965-30095989	removed	retained	grid_absent
Vvinifera:chr07:29976099-30006819	removed	retained	grid_absent
Vvinifera:chr07:29979882-30010602	added	grid_absent	retained
Vvinifera:chr07:29986975-30048415	removed	retained	grid_absent
Vvinifera:chr07:29992239-30053679	added	grid_absent	retained
Vvinifera:chr07:30006819-30037539	removed	retained	grid_absent
Vvinifera:chr07:3000949-3129973	removed	retained	grid_absent
Vvinifera:chr07:3000949-3129973-rc	removed	retained	grid_absent
Vvinifera:chr07:30010602-30041322	added	grid_absent	retained
Vvinifera:chr07:30037539-30068259	removed	retained	grid_absent
Vvinifera:chr07:3003939-3034659	removed	retained	grid_absent
Vvinifera:chr07:30041322-30072042	added	grid_absent	retained
Vvinifera:chr07:30048415-30109855	removed	retained	grid_absent
Vvinifera:chr07:30053679-30115119	added	grid_absent	retained
Vvinifera:chr07:300579-331299	removed	retained	grid_absent
Vvinifera:chr07:30068259-30098979	removed	retained	grid_absent
Vvinifera:chr07:30072042-30102762	added	grid_absent	retained
Vvinifera:chr07:3007722-3038442	added	grid_absent	retained
Vvinifera:chr07:30090447-30219471	added	grid_absent	retained
Vvinifera:chr07:30090447-30219471-rc	added	grid_absent	retained
Vvinifera:chr07:30095989-30225013	removed	retained	grid_absent
Vvinifera:chr07:30095989-30225013-rc	removed	retained	grid_absent
Vvinifera:chr07:30098979-30129699	removed	retained	grid_absent
Vvinifera:chr07:30102762-30133482	added	grid_absent	retained
Vvinifera:chr07:30109855-30171295	removed	retained	grid_absent
Vvinifera:chr07:30115119-30176559	added	grid_absent	retained
Vvinifera:chr07:30129699-30160419	removed	retained	grid_absent
Vvinifera:chr07:30133482-30164202	added	grid_absent	retained
Vvinifera:chr07:3014815-3076255	removed	retained	grid_absent
Vvinifera:chr07:30160419-30191139	removed	retained	grid_absent
Vvinifera:chr07:30164202-30194922	added	grid_absent	retained
Vvinifera:chr07:30171295-30232735	removed	retained	grid_absent
Vvinifera:chr07:30176559-30237999	added	grid_absent	retained
Vvinifera:chr07:30191139-30221859	removed	retained	grid_absent
Vvinifera:chr07:30194922-30225642	added	grid_absent	retained
Vvinifera:chr07:3020079-3081519	added	grid_absent	retained
Vvinifera:chr07:30219471-30348495	added	grid_absent	retained
Vvinifera:chr07:30219471-30348495-rc	added	grid_absent	retained
Vvinifera:chr07:30221859-30252579	removed	retained	grid_absent
Vvinifera:chr07:30225013-30354037	removed	retained	grid_absent
Vvinifera:chr07:30225013-30354037-rc	removed	retained	grid_absent
Vvinifera:chr07:30225642-30256362	added	grid_absent	retained
Vvinifera:chr07:30225642-30256362-rc	added	grid_absent	retained
Vvinifera:chr07:30232735-30294175	removed	retained	grid_absent
Vvinifera:chr07:30232735-30294175-rc	removed	retained	grid_absent
Vvinifera:chr07:30237999-30299439	added	grid_absent	retained
Vvinifera:chr07:30237999-30299439-rc	added	grid_absent	retained
Vvinifera:chr07:30252579-30283299	removed	retained	grid_absent
Vvinifera:chr07:30252579-30283299-rc	removed	retained	grid_absent
Vvinifera:chr07:30256362-30287082	added	grid_absent	retained
Vvinifera:chr07:30256362-30287082-rc	added	grid_absent	retained
Vvinifera:chr07:30283299-30314019	removed	retained	grid_absent
Vvinifera:chr07:30287082-30317802	added	grid_absent	retained
Vvinifera:chr07:30294175-30355615	removed	retained	grid_absent
Vvinifera:chr07:30299439-30360879	added	grid_absent	retained
Vvinifera:chr07:30344739-30375459	removed	retained	grid_absent
Vvinifera:chr07:3034659-3065379	removed	retained	grid_absent
Vvinifera:chr07:30348495-30477519	added	grid_absent	retained
Vvinifera:chr07:30348522-30379242	added	grid_absent	retained
Vvinifera:chr07:30354037-30483061	removed	retained	grid_absent
Vvinifera:chr07:30354037-30483061-rc	removed	retained	grid_absent
Vvinifera:chr07:30355615-30417055	removed	retained	grid_absent
Vvinifera:chr07:30360879-30422319	added	grid_absent	retained
Vvinifera:chr07:30375459-30406179	removed	retained	grid_absent
Vvinifera:chr07:30379242-30409962	added	grid_absent	retained
Vvinifera:chr07:3038442-3069162	added	grid_absent	retained
Vvinifera:chr07:30406179-30436899	removed	retained	grid_absent
Vvinifera:chr07:30409962-30440682	added	grid_absent	retained
Vvinifera:chr07:30417055-30478495	removed	retained	grid_absent
Vvinifera:chr07:30417055-30478495-rc	removed	retained	grid_absent
Vvinifera:chr07:30422319-30483759	added	grid_absent	retained
Vvinifera:chr07:304362-335082	added	grid_absent	retained
Vvinifera:chr07:30440682-30471402	added	grid_absent	retained
Vvinifera:chr07:30467619-30498339	removed	retained	grid_absent
Vvinifera:chr07:30471402-30502122	added	grid_absent	retained
Vvinifera:chr07:30477519-30606543	added	grid_absent	retained
Vvinifera:chr07:30477519-30606543-rc	added	grid_absent	retained
Vvinifera:chr07:30478495-30539935	removed	retained	grid_absent
Vvinifera:chr07:30483061-30612085	removed	retained	grid_absent
Vvinifera:chr07:30483061-30612085-rc	removed	retained	grid_absent
Vvinifera:chr07:30483759-30545199	added	grid_absent	retained
Vvinifera:chr07:30529059-30559779	removed	retained	grid_absent
Vvinifera:chr07:30529059-30559779-rc	removed	retained	grid_absent
Vvinifera:chr07:30532842-30563562	added	grid_absent	retained
Vvinifera:chr07:30532842-30563562-rc	added	grid_absent	retained
Vvinifera:chr07:30539935-30601375	removed	retained	grid_absent
Vvinifera:chr07:30539935-30601375-rc	removed	retained	grid_absent
Vvinifera:chr07:30545199-30606639	added	grid_absent	retained
Vvinifera:chr07:30545199-30606639-rc	added	grid_absent	retained
Vvinifera:chr07:30559779-30590499	removed	retained	grid_absent
Vvinifera:chr07:30559779-30590499-rc	removed	retained	grid_absent
Vvinifera:chr07:30563562-30594282	added	grid_absent	retained
Vvinifera:chr07:30563562-30594282-rc	added	grid_absent	retained
Vvinifera:chr07:30590499-30621219	removed	retained	grid_absent
Vvinifera:chr07:30594282-30625002	added	grid_absent	retained
Vvinifera:chr07:30601375-30662815	removed	retained	grid_absent
Vvinifera:chr07:30601375-30662815-rc	removed	retained	grid_absent
Vvinifera:chr07:30606543-30735567	added	grid_absent	retained
Vvinifera:chr07:30606543-30735567-rc	added	grid_absent	retained
Vvinifera:chr07:30606639-30668079	added	grid_absent	retained
Vvinifera:chr07:30606639-30668079-rc	added	grid_absent	retained
Vvinifera:chr07:30612085-30741109	removed	retained	grid_absent
Vvinifera:chr07:30612085-30741109-rc	removed	retained	grid_absent
Vvinifera:chr07:30621219-30651939	removed	retained	grid_absent
Vvinifera:chr07:30625002-30655722	added	grid_absent	retained
Vvinifera:chr07:30651939-30682659	removed	retained	grid_absent
Vvinifera:chr07:30651939-30682659-rc	removed	retained	grid_absent
Vvinifera:chr07:3065379-3096099	removed	retained	grid_absent
Vvinifera:chr07:30662815-30724255	removed	retained	grid_absent
Vvinifera:chr07:30668079-30729519	added	grid_absent	retained
Vvinifera:chr07:30682659-30713379	removed	retained	grid_absent
Vvinifera:chr07:30686442-30717162	added	grid_absent	retained
Vvinifera:chr07:3069162-3099882	added	grid_absent	retained
Vvinifera:chr07:3069162-3099882-rc	added	grid_absent	retained
Vvinifera:chr07:30713379-30744099	removed	retained	grid_absent
Vvinifera:chr07:30717162-30747882	added	grid_absent	retained
Vvinifera:chr07:30724255-30785695	removed	retained	grid_absent
Vvinifera:chr07:30729519-30790959	added	grid_absent	retained
Vvinifera:chr07:30735567-30864591	added	grid_absent	retained
Vvinifera:chr07:30735567-30864591-rc	added	grid_absent	retained
Vvinifera:chr07:30741109-30870133	removed	retained	grid_absent
Vvinifera:chr07:30741109-30870133-rc	removed	retained	grid_absent
Vvinifera:chr07:30744099-30774819	removed	retained	grid_absent
Vvinifera:chr07:30747882-30778602	added	grid_absent	retained
Vvinifera:chr07:3076255-3137695	removed	retained	grid_absent
Vvinifera:chr07:3076255-3137695-rc	removed	retained	grid_absent
Vvinifera:chr07:30774819-30805539	removed	retained	grid_absent
Vvinifera:chr07:30785695-30847135	removed	retained	grid_absent
Vvinifera:chr07:30785695-30847135-rc	removed	retained	grid_absent
Vvinifera:chr07:30790959-30852399	added	grid_absent	retained
Vvinifera:chr07:30790959-30852399-rc	added	grid_absent	retained
Vvinifera:chr07:30805539-30836259	removed	retained	grid_absent
Vvinifera:chr07:30805539-30836259-rc	removed	retained	grid_absent
Vvinifera:chr07:30809322-30840042	added	grid_absent	retained
Vvinifera:chr07:30809322-30840042-rc	added	grid_absent	retained
Vvinifera:chr07:3081519-3142959	added	grid_absent	retained
Vvinifera:chr07:3081519-3142959-rc	added	grid_absent	retained
Vvinifera:chr07:30836259-30866979	removed	retained	grid_absent
Vvinifera:chr07:30836259-30866979-rc	removed	retained	grid_absent
Vvinifera:chr07:30840042-30870762	added	grid_absent	retained
Vvinifera:chr07:30840042-30870762-rc	added	grid_absent	retained
Vvinifera:chr07:30847135-30908575	removed	retained	grid_absent
Vvinifera:chr07:30847135-30908575-rc	removed	retained	grid_absent
Vvinifera:chr07:30852399-30913839	added	grid_absent	retained
Vvinifera:chr07:30864591-30993615	added	grid_absent	retained
Vvinifera:chr07:30866979-30897699	removed	retained	grid_absent
Vvinifera:chr07:30870133-30999157	removed	retained	grid_absent
Vvinifera:chr07:30870762-30901482	added	grid_absent	retained
Vvinifera:chr07:30897699-30928419	removed	retained	grid_absent
Vvinifera:chr07:30901482-30932202	added	grid_absent	retained
Vvinifera:chr07:30908575-30970015	removed	retained	grid_absent
Vvinifera:chr07:30913839-30975279	added	grid_absent	retained
Vvinifera:chr07:30928419-30959139	removed	retained	grid_absent
Vvinifera:chr07:30932202-30962922	added	grid_absent	retained
Vvinifera:chr07:30959139-30989859	removed	retained	grid_absent
Vvinifera:chr07:3096099-3126819	removed	retained	grid_absent
Vvinifera:chr07:30962922-30993642	added	grid_absent	retained
Vvinifera:chr07:30993615-31122639	added	grid_absent	retained
Vvinifera:chr07:30993615-31122639-rc	added	grid_absent	retained
Vvinifera:chr07:3099882-3130602	added	grid_absent	retained
Vvinifera:chr07:30999157-31128181	removed	retained	grid_absent
Vvinifera:chr07:30999157-31128181-rc	removed	retained	grid_absent
Vvinifera:chr07:31020579-31051299	removed	retained	grid_absent
Vvinifera:chr07:31024362-31055082	added	grid_absent	retained
Vvinifera:chr07:31031455-31092895	removed	retained	grid_absent
Vvinifera:chr07:31031455-31092895-rc	removed	retained	grid_absent
Vvinifera:chr07:31036719-31098159	added	grid_absent	retained
Vvinifera:chr07:31036719-31098159-rc	added	grid_absent	retained
Vvinifera:chr07:31051299-31082019	removed	retained	grid_absent
Vvinifera:chr07:31055082-31085802	added	grid_absent	retained
Vvinifera:chr07:31082019-31112739	removed	retained	grid_absent
Vvinifera:chr07:31082019-31112739-rc	removed	retained	grid_absent
Vvinifera:chr07:31085802-31116522	added	grid_absent	retained
Vvinifera:chr07:31085802-31116522-rc	added	grid_absent	retained
Vvinifera:chr07:31092895-31154335	removed	retained	grid_absent
Vvinifera:chr07:31098159-31159599	added	grid_absent	retained
Vvinifera:chr07:31112739-31143459	removed	retained	grid_absent
Vvinifera:chr07:31116522-31147242	added	grid_absent	retained
Vvinifera:chr07:31122639-31251663	added	grid_absent	retained
Vvinifera:chr07:31122639-31251663-rc	added	grid_absent	retained
Vvinifera:chr07:31128181-31257205	removed	retained	grid_absent
Vvinifera:chr07:31128181-31257205-rc	removed	retained	grid_absent
Vvinifera:chr07:31143459-31174179	removed	retained	grid_absent
Vvinifera:chr07:311455-372895	removed	retained	grid_absent
Vvinifera:chr07:31147242-31177962	added	grid_absent	retained
Vvinifera:chr07:31154335-31215775	removed	retained	grid_absent
Vvinifera:chr07:31154335-31215775-rc	removed	retained	grid_absent
Vvinifera:chr07:31159599-31221039	added	grid_absent	retained
Vvinifera:chr07:31159599-31221039-rc	added	grid_absent	retained
Vvinifera:chr07:31174179-31204899	removed	retained	grid_absent
Vvinifera:chr07:31177962-31208682	added	grid_absent	retained
Vvinifera:chr07:31204899-31235619	removed	retained	grid_absent
Vvinifera:chr07:31204899-31235619-rc	removed	retained	grid_absent
Vvinifera:chr07:31208682-31239402	added	grid_absent	retained
Vvinifera:chr07:31208682-31239402-rc	added	grid_absent	retained
Vvinifera:chr07:31215775-31277215	removed	retained	grid_absent
Vvinifera:chr07:31221039-31282479	added	grid_absent	retained
Vvinifera:chr07:31235619-31266339	removed	retained	grid_absent
Vvinifera:chr07:31239402-31270122	added	grid_absent	retained
Vvinifera:chr07:3124431-3253455	added	grid_absent	retained
Vvinifera:chr07:3124431-3253455-rc	added	grid_absent	retained
Vvinifera:chr07:31251663-31380687	added	grid_absent	retained
Vvinifera:chr07:31251663-31380687-rc	added	grid_absent	retained
Vvinifera:chr07:31257205-31386229	removed	retained	grid_absent
Vvinifera:chr07:31257205-31386229-rc	removed	retained	grid_absent
Vvinifera:chr07:31266339-31297059	removed	retained	grid_absent
Vvinifera:chr07:3126819-3157539	removed	retained	grid_absent
Vvinifera:chr07:3126819-3157539-rc	removed	retained	grid_absent
Vvinifera:chr07:31270122-31300842	added	grid_absent	retained
Vvinifera:chr07:31282479-31343919	added	grid_absent	retained
Vvinifera:chr07:3129973-3258997	removed	retained	grid_absent
Vvinifera:chr07:3129973-3258997-rc	removed	retained	grid_absent
Vvinifera:chr07:3130602-3161322	added	grid_absent	retained
Vvinifera:chr07:3130602-3161322-rc	added	grid_absent	retained
Vvinifera:chr07:31331562-31362282	added	grid_absent	retained
Vvinifera:chr07:31338655-31400095	removed	retained	grid_absent
Vvinifera:chr07:31338655-31400095-rc	removed	retained	grid_absent
Vvinifera:chr07:31343919-31405359	added	grid_absent	retained
Vvinifera:chr07:31343919-31405359-rc	added	grid_absent	retained
Vvinifera:chr07:31358499-31389219	removed	retained	grid_absent
Vvinifera:chr07:31362282-31393002	added	grid_absent	retained
Vvinifera:chr07:3137695-3199135	removed	retained	grid_absent
Vvinifera:chr07:31380687-31509711	added	grid_absent	retained
Vvinifera:chr07:31386229-31515253	removed	retained	grid_absent
Vvinifera:chr07:31393002-31423722	added	grid_absent	retained
Vvinifera:chr07:31400095-31461535	removed	retained	grid_absent
Vvinifera:chr07:31405359-31466799	added	grid_absent	retained
Vvinifera:chr07:31423722-31454442	added	grid_absent	retained
Vvinifera:chr07:3142959-3204399	added	grid_absent	retained
Vvinifera:chr07:31450659-31481379	removed	retained	grid_absent
Vvinifera:chr07:31454442-31485162	added	grid_absent	retained
Vvinifera:chr07:31466799-31528239	added	grid_absent	retained
Vvinifera:chr07:31509711-31638735	added	grid_absent	retained
Vvinifera:chr07:31515253-31644277	removed	retained	grid_absent
Vvinifera:chr07:31515882-31546602	added	grid_absent	retained
Vvinifera:chr07:31522975-31584415	removed	retained	grid_absent
Vvinifera:chr07:31525338-31654362	changed	retained	retained
Vvinifera:chr07:31528239-31589679	added	grid_absent	retained
Vvinifera:chr07:31542819-31573539	removed	retained	grid_absent
Vvinifera:chr07:31573539-31604259	removed	retained	grid_absent
Vvinifera:chr07:3157539-3188259	removed	retained	grid_absent
Vvinifera:chr07:31577322-31608042	added	grid_absent	retained
Vvinifera:chr07:31584415-31645855	removed	retained	grid_absent
Vvinifera:chr07:31589679-31651119	added	grid_absent	retained
Vvinifera:chr07:31604259-31634979	removed	retained	grid_absent
Vvinifera:chr07:31608042-31638762	added	grid_absent	retained
Vvinifera:chr07:3161322-3192042	added	grid_absent	retained
Vvinifera:chr07:316719-378159	added	grid_absent	retained
Vvinifera:chr07:3188259-3218979	removed	retained	grid_absent
Vvinifera:chr07:3192042-3222762	added	grid_absent	retained
Vvinifera:chr07:3199135-3260575	removed	retained	grid_absent
Vvinifera:chr07:3204399-3265839	added	grid_absent	retained
Vvinifera:chr07:3218979-3249699	removed	retained	grid_absent
Vvinifera:chr07:3222762-3253482	added	grid_absent	retained
Vvinifera:chr07:3249699-3280419	removed	retained	grid_absent
Vvinifera:chr07:3253455-3382479	added	grid_absent	retained
Vvinifera:chr07:3253455-3382479-rc	added	grid_absent	retained
Vvinifera:chr07:3253482-3284202	added	grid_absent	retained
Vvinifera:chr07:3258997-3388021	removed	retained	grid_absent
Vvinifera:chr07:3258997-3388021-rc	removed	retained	grid_absent
Vvinifera:chr07:3260575-3322015	removed	retained	grid_absent
Vvinifera:chr07:3260575-3322015-rc	removed	retained	grid_absent
Vvinifera:chr07:3265839-3327279	added	grid_absent	retained
Vvinifera:chr07:3265839-3327279-rc	added	grid_absent	retained
Vvinifera:chr07:3280419-3311139	removed	retained	grid_absent
Vvinifera:chr07:3284202-3314922	added	grid_absent	retained
Vvinifera:chr07:3311139-3341859	removed	retained	grid_absent
Vvinifera:chr07:3311139-3341859-rc	removed	retained	grid_absent
Vvinifera:chr07:331299-362019	removed	retained	grid_absent
Vvinifera:chr07:3314922-3345642	added	grid_absent	retained
Vvinifera:chr07:3314922-3345642-rc	added	grid_absent	retained
Vvinifera:chr07:3322015-3383455	removed	retained	grid_absent
Vvinifera:chr07:3322015-3383455-rc	removed	retained	grid_absent
Vvinifera:chr07:3327279-3388719	added	grid_absent	retained
Vvinifera:chr07:3327279-3388719-rc	added	grid_absent	retained
Vvinifera:chr07:33397-162421	removed	retained	grid_absent
Vvinifera:chr07:3341859-3372579	removed	retained	grid_absent
Vvinifera:chr07:3345642-3376362	added	grid_absent	retained
Vvinifera:chr07:335082-365802	added	grid_absent	retained
Vvinifera:chr07:3372579-3403299	removed	retained	grid_absent
Vvinifera:chr07:3372579-3403299-rc	removed	retained	grid_absent
Vvinifera:chr07:3376362-3407082	added	grid_absent	retained
Vvinifera:chr07:3376362-3407082-rc	added	grid_absent	retained
Vvinifera:chr07:3382479-3511503	added	grid_absent	retained
Vvinifera:chr07:3382479-3511503-rc	added	grid_absent	retained
Vvinifera:chr07:3383455-3444895	removed	retained	grid_absent
Vvinifera:chr07:3383455-3444895-rc	removed	retained	grid_absent
Vvinifera:chr07:3388021-3517045	removed	retained	grid_absent
Vvinifera:chr07:3388021-3517045-rc	removed	retained	grid_absent
Vvinifera:chr07:3388719-3450159	added	grid_absent	retained
Vvinifera:chr07:3403299-3434019	removed	retained	grid_absent
Vvinifera:chr07:3407082-3437802	added	grid_absent	retained
Vvinifera:chr07:3434019-3464739	removed	retained	grid_absent
Vvinifera:chr07:3437802-3468522	added	grid_absent	retained
Vvinifera:chr07:3444895-3506335	removed	retained	grid_absent
Vvinifera:chr07:3444895-3506335-rc	removed	retained	grid_absent
Vvinifera:chr07:3450159-3511599	added	grid_absent	retained
Vvinifera:chr07:3450159-3511599-rc	added	grid_absent	retained
Vvinifera:chr07:3464739-3495459	removed	retained	grid_absent
Vvinifera:chr07:3464739-3495459-rc	removed	retained	grid_absent
Vvinifera:chr07:3468522-3499242	added	grid_absent	retained
Vvinifera:chr07:3468522-3499242-rc	added	grid_absent	retained
Vvinifera:chr07:3495459-3526179	removed	retained	grid_absent
Vvinifera:chr07:3495459-3526179-rc	removed	retained	grid_absent
Vvinifera:chr07:3499242-3529962	added	grid_absent	retained
Vvinifera:chr07:3499242-3529962-rc	added	grid_absent	retained
Vvinifera:chr07:3506335-3567775	removed	retained	grid_absent
Vvinifera:chr07:3506335-3567775-rc	removed	retained	grid_absent
Vvinifera:chr07:3511503-3640527	added	grid_absent	retained
Vvinifera:chr07:3511503-3640527-rc	added	grid_absent	retained
Vvinifera:chr07:3511599-3573039	added	grid_absent	retained
Vvinifera:chr07:3511599-3573039-rc	added	grid_absent	retained
Vvinifera:chr07:3517045-3646069	removed	retained	grid_absent
Vvinifera:chr07:3517045-3646069-rc	removed	retained	grid_absent
Vvinifera:chr07:3526179-3556899	removed	retained	grid_absent
Vvinifera:chr07:3556899-3587619	removed	retained	grid_absent
Vvinifera:chr07:3556899-3587619-rc	removed	retained	grid_absent
Vvinifera:chr07:3560682-3591402	added	grid_absent	retained
Vvinifera:chr07:3560682-3591402-rc	added	grid_absent	retained
Vvinifera:chr07:3567775-3629215	removed	retained	grid_absent
Vvinifera:chr07:3567775-3629215-rc	removed	retained	grid_absent
Vvinifera:chr07:3573039-3634479	added	grid_absent	retained
Vvinifera:chr07:3573039-3634479-rc	added	grid_absent	retained
Vvinifera:chr07:3587619-3618339	removed	retained	grid_absent
Vvinifera:chr07:3587619-3618339-rc	removed	retained	grid_absent
Vvinifera:chr07:3591402-3622122	added	grid_absent	retained
Vvinifera:chr07:3591402-3622122-rc	added	grid_absent	retained
Vvinifera:chr07:3618339-3649059	removed	retained	grid_absent
Vvinifera:chr07:3618339-3649059-rc	removed	retained	grid_absent
Vvinifera:chr07:362019-392739	removed	retained	grid_absent
Vvinifera:chr07:362019-392739-rc	removed	retained	grid_absent
Vvinifera:chr07:3622122-3652842	added	grid_absent	retained
Vvinifera:chr07:3629215-3690655	removed	retained	grid_absent
Vvinifera:chr07:3629215-3690655-rc	removed	retained	grid_absent
Vvinifera:chr07:3634479-3695919	added	grid_absent	retained
Vvinifera:chr07:3634479-3695919-rc	added	grid_absent	retained
Vvinifera:chr07:3640527-3769551	added	grid_absent	retained
Vvinifera:chr07:3640527-3769551-rc	added	grid_absent	retained
Vvinifera:chr07:3646069-3775093	removed	retained	grid_absent
Vvinifera:chr07:3646069-3775093-rc	removed	retained	grid_absent
Vvinifera:chr07:3649059-3679779	removed	retained	grid_absent
Vvinifera:chr07:3652842-3683562	added	grid_absent	retained
Vvinifera:chr07:365802-396522	added	grid_absent	retained
Vvinifera:chr07:365802-396522-rc	added	grid_absent	retained
Vvinifera:chr07:3679779-3710499	removed	retained	grid_absent
Vvinifera:chr07:3683562-3714282	added	grid_absent	retained
Vvinifera:chr07:3690655-3752095	removed	retained	grid_absent
Vvinifera:chr07:3690655-3752095-rc	removed	retained	grid_absent
Vvinifera:chr07:3695919-3757359	added	grid_absent	retained
Vvinifera:chr07:3695919-3757359-rc	added	grid_absent	retained
Vvinifera:chr07:3710499-3741219	removed	retained	grid_absent
Vvinifera:chr07:3710499-3741219-rc	removed	retained	grid_absent
Vvinifera:chr07:3714282-3745002	added	grid_absent	retained
Vvinifera:chr07:3714282-3745002-rc	added	grid_absent	retained
Vvinifera:chr07:372895-434335	removed	retained	grid_absent
Vvinifera:chr07:372895-434335-rc	removed	retained	grid_absent
Vvinifera:chr07:3741219-3771939	removed	retained	grid_absent
Vvinifera:chr07:3745002-3775722	added	grid_absent	retained
Vvinifera:chr07:3752095-3813535	removed	retained	grid_absent
Vvinifera:chr07:3752095-3813535-rc	removed	retained	grid_absent
Vvinifera:chr07:3757359-3818799	added	grid_absent	retained
Vvinifera:chr07:3757359-3818799-rc	added	grid_absent	retained
Vvinifera:chr07:3769551-3898575	added	grid_absent	retained
Vvinifera:chr07:3769551-3898575-rc	added	grid_absent	retained
Vvinifera:chr07:3771939-3802659	removed	retained	grid_absent
