gene	chrom	strand	gene_start	gene_end	gene_length	region_start	region_end	region_length	preprocess_status	n_cds	n_utr5	n_utr3	n_transcripts	n_tokens	n_unk_tokens	over_token_cap	over_vocab_limit
Zm00001d017041.RefGen_V4	5	-	183398659	183398988	330	183395751	183401895	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017042.RefGen_V4	5	-	183469978	183473846	3869	183468839	183474983	6144	retained	14	3	1	3	268	0	0	0
Zm00001d017043.RefGen_V4	5	+	183518512	183521743	3232	183517055	183523199	6144	retained	4	4	1	2	123	0	0	0
Zm00001d017045.RefGen_V4	5	+	183593377	183595334	1958	183591283	183597427	6144	retained	2	0	1	1	42	0	0	0
Zm00001d017046.RefGen_V4	5	-	183596128	183610956	14829	183594325	183612757	18432	retained	20	1	3	2	356	0	0	0
Zm00001d017047.RefGen_V4	5	-	183747380	183749370	1991	183745302	183751446	6144	retained	4	1	1	1	81	0	0	0
Zm00001d017049.RefGen_V4	5	-	183887201	183891230	4030	183886143	183892287	6144	retained	12	5	5	4	310	0	0	0
Zm00001d017050.RefGen_V4	5	+	183927350	183936102	8753	183925581	183937869	12288	retained	23	10	18	12	752	0	0	0
Zm00001d017053.RefGen_V4	5	-	184023489	184029448	5960	184023396	184029540	6144	retained	19	10	11	8	552	0	0	0
Zm00001d017054.RefGen_V4	5	+	184074018	184085014	10997	184073371	184085659	12288	retained	6	1	2	1	130	0	0	0
Zm00001d017057.RefGen_V4	5	+	184099228	184103571	4344	184098327	184104471	6144	retained	5	2	4	2	150	0	0	0
Zm00001d017058.RefGen_V4	5	-	184105465	184107978	2514	184103649	184109793	6144	retained	4	0	2	1	81	0	0	0
Zm00001d017059.RefGen_V4	5	+	184135367	184135916	550	184132569	184138713	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017060.RefGen_V4	5	+	184141117	184144175	3059	184139573	184145717	6144	retained	4	2	1	2	98	0	0	0
Zm00001d017061.RefGen_V4	5	-	184233118	184236604	3487	184231788	184237932	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017065.RefGen_V4	5	-	184297682	184298933	1252	184295235	184301379	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017066.RefGen_V4	5	-	184300283	184307663	7381	184297828	184310116	12288	retained	2	1	7	1	133	0	0	0
Zm00001d017067.RefGen_V4	5	-	184308276	184312383	4108	184307257	184313401	6144	retained	3	5	4	3	164	0	0	0
Zm00001d017068.RefGen_V4	5	+	184324784	184338621	13838	184322486	184340918	18432	retained	4	0	5	1	126	0	0	0
Zm00001d017069.RefGen_V4	5	+	184380955	184383871	2917	184379340	184385484	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017070.RefGen_V4	5	-	184384820	184385557	738	184382116	184388260	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017071.RefGen_V4	5	+	184385751	184388156	2406	184383881	184390025	6144	retained	7	3	2	3	166	0	0	0
Zm00001d017072.RefGen_V4	5	-	184389616	184394455	4840	184388963	184395107	6144	retained	17	5	7	7	421	0	0	0
Zm00001d017074.RefGen_V4	5	+	184454498	184455926	1429	184452139	184458283	6144	retained	1	3	0	1	55	0	0	0
Zm00001d017076.RefGen_V4	5	+	184456716	184459239	2524	184454905	184461049	6144	retained	5	0	2	1	94	0	0	0
Zm00001d017077.RefGen_V4	5	-	184494219	184496209	1991	184492141	184498285	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017078.RefGen_V4	5	+	184648994	184657183	8190	184646944	184659232	12288	retained	16	4	0	3	283	0	0	0
Zm00001d017079.RefGen_V4	5	+	184659751	184662560	2810	184658083	184664227	6144	retained	4	1	1	1	81	0	0	0
Zm00001d017081.RefGen_V4	5	+	184663843	184664951	1109	184661324	184667468	6144	retained	4	0	0	1	55	0	0	0
Zm00001d017084.RefGen_V4	5	-	184855226	184858638	3413	184853859	184860003	6144	retained	6	1	1	1	107	0	0	0
Zm00001d017085.RefGen_V4	5	-	184890209	184893188	2980	184888626	184894770	6144	retained	3	4	5	3	164	0	0	0
Zm00001d017086.RefGen_V4	5	+	184913749	184914231	483	184910917	184917061	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017087.RefGen_V4	5	+	184914129	184916120	1992	184912052	184918196	6144	retained	2	2	1	1	68	0	0	0
Zm00001d017088.RefGen_V4	5	-	184916310	184916660	351	184913412	184919556	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017089.RefGen_V4	5	-	184917777	184921013	3237	184916322	184922466	6144	retained	5	1	1	1	94	0	0	0
Zm00001d017090.RefGen_V4	5	-	185075764	185076366	603	185072992	185079136	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017091.RefGen_V4	5	-	185084105	185089320	5216	185083640	185089784	6144	retained	4	1	1	1	78	0	0	0
Zm00001d017092.RefGen_V4	5	+	185199585	185201232	1648	185197336	185203480	6144	retained	1	1	1	1	42	0	0	0
Zm00001d017093.RefGen_V4	5	+	185232938	185236492	3555	185231642	185237786	6144	retained	7	1	1	1	120	0	0	0
Zm00001d017094.RefGen_V4	5	+	185236880	185240975	4096	185235855	185241999	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017095.RefGen_V4	5	-	185262626	185263851	1226	185260166	185266310	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017096.RefGen_V4	5	-	185267329	185270693	3365	185265938	185272082	6144	retained	28	39	43	45	1790	0	0	0
Zm00001d017097.RefGen_V4	5	-	185343174	185355807	12634	185340274	185358706	18432	retained	8	1	1	1	139	0	0	0
Zm00001d017099.RefGen_V4	5	+	185356062	185357513	1452	185353715	185359859	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017100.RefGen_V4	5	-	185360005	185363359	3355	185358609	185364753	6144	retained	10	6	7	6	326	0	0	0
Zm00001d017101.RefGen_V4	5	+	185440354	185443605	3252	185438907	185445051	6144	retained	5	0	1	1	81	0	0	0
Zm00001d017102.RefGen_V4	5	-	185446006	185446342	337	185443101	185449245	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017103.RefGen_V4	5	-	185446842	185450448	3607	185445572	185451716	6144	retained	12	12	3	6	404	0	0	0
Zm00001d017106.RefGen_V4	5	+	185544849	185554402	9554	185543481	185555769	12288	retained	15	5	11	5	451	0	0	0
Zm00001d017107.RefGen_V4	5	+	185557587	185559767	2181	185555604	185561748	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017108.RefGen_V4	5	-	185658797	185663588	4792	185658120	185664264	6144	retained	5	2	4	2	145	0	0	0
Zm00001d017109.RefGen_V4	5	-	185664949	185666410	1462	185662607	185668751	6144	retained	6	0	0	1	81	0	0	0
Zm00001d017110.RefGen_V4	5	+	185764096	185768860	4765	185763405	185769549	6144	retained	15	14	9	7	539	0	0	0
Zm00001d017111.RefGen_V4	5	-	185769105	185772037	2933	185767498	185773642	6144	retained	4	2	3	2	122	0	0	0
Zm00001d017112.RefGen_V4	5	-	185773130	185777679	4550	185772332	185778476	6144	retained	12	2	6	3	265	0	0	0
Zm00001d017113.RefGen_V4	5	+	185778368	185786205	7838	185776142	185788430	12288	retained	19	8	12	9	569	0	0	0
Zm00001d017114.RefGen_V4	5	-	185786433	185793791	7359	185783967	185796255	12288	retained	24	17	19	11	889	0	0	0
Zm00001d017115.RefGen_V4	5	+	185867188	185869645	2458	185865344	185871488	6144	retained	2	2	1	1	68	0	0	0
Zm00001d017116.RefGen_V4	5	-	185914769	185915249	481	185911936	185918080	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017117.RefGen_V4	5	+	185970762	185974081	3320	185969349	185975493	6144	retained	10	2	2	2	192	0	0	0
Zm00001d017118.RefGen_V4	5	-	185974546	185976455	1910	185972428	185978572	6144	retained	6	1	1	1	107	0	0	0
Zm00001d017119.RefGen_V4	5	+	185977855	185983439	5585	185977574	185983718	6144	retained	17	7	7	4	431	0	0	0
Zm00001d017120.RefGen_V4	5	-	185983894	185986953	3060	185982351	185988495	6144	retained	9	5	4	5	249	0	0	0
Zm00001d017121.RefGen_V4	5	+	186104976	186109690	4715	186104260	186110404	6144	retained	15	1	4	2	267	0	0	0
Zm00001d017122.RefGen_V4	5	+	186134179	186160150	25972	186131804	186162524	30720	retained	10	0	0	1	139	0	0	0
Zm00001d017123.RefGen_V4	5	+	186164019	186164663	645	186161268	186167412	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017124.RefGen_V4	5	+	186167627	186169138	1512	186165310	186171454	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017125.RefGen_V4	5	+	186171790	186176962	5173	186171303	186177447	6144	retained	3	8	4	6	216	0	0	0
Zm00001d017126.RefGen_V4	5	-	186218474	186226285	7812	186216235	186228523	12288	retained	13	2	5	4	293	0	0	0
Zm00001d017127.RefGen_V4	5	+	186294088	186295962	1875	186291952	186298096	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017128.RefGen_V4	5	+	186381983	186389890	7908	186379792	186392080	12288	retained	14	6	19	8	569	0	0	0
Zm00001d017129.RefGen_V4	5	-	186410705	186413913	3209	186409236	186415380	6144	retained	7	5	3	3	200	0	0	0
Zm00001d017130.RefGen_V4	5	+	186476548	186479329	2782	186474866	186481010	6144	retained	6	2	2	2	135	0	0	0
Zm00001d017131.RefGen_V4	5	-	186481657	186482592	936	186479052	186485196	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017134.RefGen_V4	5	-	186525660	186529038	3379	186524276	186530420	6144	retained	4	2	1	1	94	0	0	0
Zm00001d017135.RefGen_V4	5	-	186621179	186622492	1314	186618763	186624907	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017136.RefGen_V4	5	-	186649141	186649984	844	186646490	186652634	6144	retained	2	0	5	3	101	0	0	0
Zm00001d017137.RefGen_V4	5	+	186650137	186653888	3752	186648940	186655084	6144	retained	6	0	1	1	94	0	0	0
Zm00001d017138.RefGen_V4	5	+	186660341	186666947	6607	186657499	186669787	12288	retained	6	1	2	1	120	0	0	0
Zm00001d017139.RefGen_V4	5	-	186706299	186712746	6448	186703378	186715666	12288	retained	21	5	3	4	438	0	0	0
Zm00001d017140.RefGen_V4	5	-	186716063	186717698	1636	186713808	186719952	6144	retained	4	0	1	1	68	0	0	0
Zm00001d017141.RefGen_V4	5	-	186720984	186723755	2772	186719297	186725441	6144	retained	4	1	1	1	81	0	0	0
Zm00001d017142.RefGen_V4	5	-	186724489	186725606	1118	186721975	186728119	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017143.RefGen_V4	5	-	186764224	186765757	1534	186761918	186768062	6144	retained	3	1	0	1	55	0	0	0
Zm00001d017144.RefGen_V4	5	-	186770039	186775804	5766	186769849	186775993	6144	retained	18	9	18	7	664	0	0	0
Zm00001d017145.RefGen_V4	5	-	186842727	186847322	4596	186841952	186848096	6144	retained	8	4	4	4	224	0	0	0
Zm00001d017146.RefGen_V4	5	-	186848205	186851779	3575	186846919	186853063	6144	retained	5	2	1	1	107	0	0	0
Zm00001d017147.RefGen_V4	5	-	187053602	187054914	1313	187051185	187057329	6144	retained	6	1	1	2	108	0	0	0
Zm00001d017149.RefGen_V4	5	+	187065766	187066555	790	187063088	187069232	6144	retained	3	0	0	1	42	0	0	0
Zm00001d017150.RefGen_V4	5	+	187067600	187073321	5722	187067388	187073532	6144	retained	15	1	9	4	351	0	0	0
Zm00001d017151.RefGen_V4	5	-	187073713	187078935	5223	187073251	187079395	6144	retained	6	8	4	6	249	0	0	0
Zm00001d017152.RefGen_V4	5	+	187133409	187134532	1124	187130898	187137042	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017153.RefGen_V4	5	-	187149138	187155548	6411	187146198	187158486	12288	retained	25	19	38	21	1293	0	0	0
Zm00001d017157.RefGen_V4	5	+	187191547	187193857	2311	187189629	187195773	6144	retained	2	4	2	2	110	0	0	0
Zm00001d017158.RefGen_V4	5	-	187194440	187202211	7772	187192181	187204469	12288	retained	15	0	1	1	212	0	0	0
Zm00001d017160.RefGen_V4	5	-	187217937	187218926	990	187215359	187221503	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017161.RefGen_V4	5	-	187245046	187245939	894	187242420	187248564	6144	retained	1	2	0	1	42	0	0	0
Zm00001d017163.RefGen_V4	5	+	187385971	187386362	392	187383094	187389238	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017164.RefGen_V4	5	+	187386561	187393392	6832	187383832	187396120	12288	retained	11	8	11	9	460	0	0	0
Zm00001d017165.RefGen_V4	5	+	187559811	187568783	8973	187558152	187570440	12288	retained	10	4	5	4	281	0	0	0
Zm00001d017166.RefGen_V4	5	-	187570389	187600485	30097	187570076	187600796	30720	retained	16	2	10	2	393	0	0	0
Zm00001d017167.RefGen_V4	5	-	187781967	187787211	5245	187781516	187787660	6144	retained	10	0	0	1	130	0	0	0
Zm00001d017168.RefGen_V4	5	+	187805177	187809851	4675	187804441	187810585	6144	retained	17	4	7	5	394	0	0	0
Zm00001d017169.RefGen_V4	5	+	187812083	187813505	1423	187809721	187815865	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017170.RefGen_V4	5	-	187815434	187820900	5467	187815094	187821238	6144	retained	14	5	2	4	303	0	0	0
Zm00001d017171.RefGen_V4	5	-	187855558	187860206	4649	187854809	187860953	6144	retained	6	1	1	1	106	0	0	0
Zm00001d017172.RefGen_V4	5	+	187960436	187961440	1005	187957865	187964009	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017173.RefGen_V4	5	-	187964271	187964930	660	187961528	187967672	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017174.RefGen_V4	5	+	187965483	187968357	2875	187963847	187969991	6144	retained	6	0	4	5	160	0	0	0
Zm00001d017175.RefGen_V4	5	-	187969789	187977274	7486	187967387	187979675	12288	retained	14	2	5	4	304	0	0	0
Zm00001d017176.RefGen_V4	5	+	188032923	188034708	1786	188030743	188036887	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017177.RefGen_V4	5	-	188085571	188091191	5621	188085308	188091452	6144	retained	11	15	6	10	432	0	0	0
Zm00001d017178.RefGen_V4	5	-	188138768	188141720	2953	188137171	188143315	6144	retained	9	5	7	6	297	0	0	0
Zm00001d017179.RefGen_V4	5	+	188141861	188144082	2222	188139899	188146043	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017180.RefGen_V4	5	+	188159105	188159323	219	188156141	188162285	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017181.RefGen_V4	5	+	188161345	188173644	12300	188158278	188176710	18432	retained	4	0	1	1	72	0	0	0
Zm00001d017184.RefGen_V4	5	-	188194691	188197859	3169	188193202	188199346	6144	retained	4	0	0	2	57	0	0	0
Zm00001d017185.RefGen_V4	5	+	188266574	188270874	4301	188265651	188271795	6144	retained	2	1	1	1	54	0	0	0
Zm00001d017186.RefGen_V4	5	-	188273103	188277915	4813	188272436	188278580	6144	retained	3	3	3	3	117	0	0	0
Zm00001d017187.RefGen_V4	5	-	188280298	188284023	3726	188279088	188285232	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017188.RefGen_V4	5	+	188311419	188312705	1287	188308989	188315133	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017189.RefGen_V4	5	+	188331294	188361493	30200	188331033	188361753	30720	retained	18	0	8	6	451	0	0	0
Zm00001d017190.RefGen_V4	5	+	188411660	188412514	855	188409014	188415158	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017191.RefGen_V4	5	+	188468372	188469213	842	188465720	188471864	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017192.RefGen_V4	5	+	188477618	188479339	1722	188475406	188481550	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017193.RefGen_V4	5	-	188494841	188499264	4424	188493980	188500124	6144	retained	13	6	13	5	433	0	0	0
Zm00001d017195.RefGen_V4	5	-	188612311	188613678	1368	188609922	188616066	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017197.RefGen_V4	5	-	188621089	188627758	6670	188618279	188630567	12288	retained	26	10	29	13	985	0	0	0
Zm00001d017199.RefGen_V4	5	-	188679379	188680432	1054	188676833	188682977	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017200.RefGen_V4	5	-	188688558	188690425	1868	188686419	188692563	6144	retained	2	1	0	1	42	0	0	0
Zm00001d017201.RefGen_V4	5	+	188694917	188699778	4862	188694275	188700419	6144	retained	8	1	3	1	156	0	0	0
Zm00001d017202.RefGen_V4	5	-	188703491	188705717	2227	188701531	188707675	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017203.RefGen_V4	5	-	188721725	188731050	9326	188720243	188732531	12288	retained	27	19	34	21	1331	0	0	0
Zm00001d017204.RefGen_V4	5	+	188797631	188801896	4266	188796691	188802835	6144	retained	7	1	6	4	207	0	0	0
Zm00001d017205.RefGen_V4	5	+	188870108	188876842	6735	188867330	188879618	12288	retained	18	7	8	8	495	0	0	0
Zm00001d017206.RefGen_V4	5	-	188878683	188880447	1765	188876492	188882636	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017207.RefGen_V4	5	+	188933076	188937726	4651	188932328	188938472	6144	retained	9	6	1	2	212	0	0	0
Zm00001d017208.RefGen_V4	5	+	188981065	188985296	4232	188980108	188986252	6144	retained	2	0	1	1	40	0	0	0
Zm00001d017209.RefGen_V4	5	+	188988386	188992609	4224	188987425	188993569	6144	retained	3	2	1	1	80	0	0	0
Zm00001d017210.RefGen_V4	5	-	188995985	188997697	1713	188993768	188999912	6144	retained	2	0	1	1	42	0	0	0
Zm00001d017212.RefGen_V4	5	-	189079371	189084164	4794	189078695	189084839	6144	retained	3	0	2	1	65	0	0	0
Zm00001d017213.RefGen_V4	5	-	189093142	189101081	7940	189090967	189103255	12288	retained	7	7	4	5	256	0	0	0
Zm00001d017214.RefGen_V4	5	-	189132426	189136528	4103	189131404	189137548	6144	retained	9	8	2	3	261	0	0	0
Zm00001d017215.RefGen_V4	5	-	189149122	189152796	3675	189147886	189154030	6144	retained	10	1	8	2	262	0	0	0
Zm00001d017216.RefGen_V4	5	-	189152859	189163227	10369	189151898	189164186	12288	retained	18	13	7	4	546	0	0	0
Zm00001d017217.RefGen_V4	5	-	189241157	189242199	1043	189238605	189244749	6144	retained	3	0	1	1	55	0	0	0
Zm00001d017219.RefGen_V4	5	+	189314831	189315748	918	189312217	189318361	6144	retained	1	2	1	1	55	0	0	0
Zm00001d017222.RefGen_V4	5	+	189363122	189366871	3750	189361924	189368068	6144	retained	6	2	2	2	138	0	0	0
Zm00001d017225.RefGen_V4	5	+	189462353	189462787	435	189459497	189465641	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017226.RefGen_V4	5	-	189516749	189534640	17892	189516478	189534910	18432	retained	9	4	0	3	195	0	0	0
Zm00001d017228.RefGen_V4	5	+	189649570	189649755	186	189646590	189652734	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017229.RefGen_V4	5	-	189732391	189732576	186	189729411	189735555	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017233.RefGen_V4	5	+	189976014	189978953	2940	189974411	189980555	6144	retained	9	1	0	1	133	0	0	0
Zm00001d017234.RefGen_V4	5	-	189986843	189987662	820	189984180	189990324	6144	retained	4	0	0	1	55	0	0	0
Zm00001d017236.RefGen_V4	5	-	189995439	190015646	20208	189993254	190017830	24576	retained	7	3	3	2	193	0	0	0
Zm00001d017237.RefGen_V4	5	+	190009872	190014362	4491	190009044	190015188	6144	retained	4	0	4	3	117	0	0	0
Zm00001d017238.RefGen_V4	5	-	190041422	190045024	3603	190040150	190046294	6144	retained	7	4	2	3	181	0	0	0
Zm00001d017239.RefGen_V4	5	+	190049317	190050888	1572	190047030	190053174	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017240.RefGen_V4	5	+	190054668	190058017	3350	190053270	190059414	6144	retained	5	2	2	2	124	0	0	0
Zm00001d017241.RefGen_V4	5	+	190060998	190063941	2944	190059397	190065541	6144	retained	8	13	6	7	382	0	0	0
Zm00001d017242.RefGen_V4	5	-	190095833	190099391	3559	190094539	190100683	6144	retained	3	2	1	1	81	0	0	0
Zm00001d017243.RefGen_V4	5	-	190147000	190148416	1417	190144635	190150779	6144	retained	3	1	0	1	55	0	0	0
Zm00001d017245.RefGen_V4	5	+	190185196	190188404	3209	190183727	190189871	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017246.RefGen_V4	5	+	190228612	190230421	1810	190226444	190232588	6144	retained	6	3	3	3	161	0	0	0
Zm00001d017247.RefGen_V4	5	-	190232645	190237410	4766	190231955	190238099	6144	retained	2	3	5	3	134	0	0	0
Zm00001d017248.RefGen_V4	5	+	190307936	190308844	909	190305317	190311461	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017249.RefGen_V4	5	+	190317987	190319453	1467	190315647	190321791	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017250.RefGen_V4	5	-	190328893	190330485	1593	190326616	190332760	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017251.RefGen_V4	5	-	190355325	190360718	5394	190354949	190361093	6144	retained	41	29	32	32	1490	0	0	0
Zm00001d017252.RefGen_V4	5	-	190434800	190451192	16393	190433779	190452211	18432	retained	19	10	7	11	588	0	0	0
Zm00001d017253.RefGen_V4	5	+	190443906	190446333	2428	190442047	190448191	6144	retained	4	0	0	1	55	0	0	0
Zm00001d017254.RefGen_V4	5	-	190453342	190455067	1726	190451132	190457276	6144	retained	6	3	1	2	137	0	0	0
Zm00001d017256.RefGen_V4	5	-	190539039	190539509	471	190536201	190542345	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017257.RefGen_V4	5	-	190723103	190725161	2059	190721059	190727203	6144	retained	2	2	0	1	55	0	0	0
Zm00001d017258.RefGen_V4	5	+	190746466	190759324	12859	190743678	190762110	18432	retained	19	11	13	12	715	0	0	0
Zm00001d017261.RefGen_V4	5	+	190811612	190819034	7423	190809178	190821466	12288	retained	24	32	11	16	1057	0	0	0
Zm00001d017263.RefGen_V4	5	-	190974697	190975311	615	190971931	190978075	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017264.RefGen_V4	5	-	191017386	191020103	2718	191015672	191021816	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017268.RefGen_V4	5	-	191151367	191152674	1308	191148948	191155092	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017270.RefGen_V4	5	+	191243684	191245128	1445	191241333	191247477	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017271.RefGen_V4	5	-	191255085	191261009	5925	191254974	191261118	6144	retained	21	14	15	11	719	0	0	0
Zm00001d017272.RefGen_V4	5	-	191269348	191272167	2820	191267685	191273829	6144	retained	4	0	0	1	55	0	0	0
Zm00001d017273.RefGen_V4	5	-	191275509	191276593	1085	191272978	191279122	6144	retained	3	0	1	1	55	0	0	0
Zm00001d017274.RefGen_V4	5	-	191418711	191422345	3635	191417455	191423599	6144	retained	12	7	6	6	337	0	0	0
Zm00001d017275.RefGen_V4	5	-	191467430	191471500	4071	191466392	191472536	6144	retained	6	4	4	4	190	0	0	0
Zm00001d017276.RefGen_V4	5	-	191474696	191476810	2115	191472680	191478824	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017279.RefGen_V4	5	+	191539072	191541219	2148	191537073	191543217	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017280.RefGen_V4	5	-	191573773	191578115	4343	191572871	191579015	6144	retained	2	0	0	1	27	0	0	0
Zm00001d017281.RefGen_V4	5	+	191609023	191611888	2866	191607383	191613527	6144	retained	6	1	1	1	107	0	0	0
Zm00001d017282.RefGen_V4	5	+	191618363	191622011	3649	191617114	191623258	6144	retained	11	7	5	4	317	0	0	0
Zm00001d017284.RefGen_V4	5	+	191690481	191693464	2984	191688900	191695044	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017285.RefGen_V4	5	+	191699398	191700455	1058	191696854	191702998	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017286.RefGen_V4	5	+	191705805	191706854	1050	191703257	191709401	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017287.RefGen_V4	5	-	191750113	191750625	513	191747296	191753440	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017288.RefGen_V4	5	+	191817119	191819914	2796	191815444	191821588	6144	retained	5	3	2	2	136	0	0	0
Zm00001d017289.RefGen_V4	5	-	191900503	191901870	1368	191898114	191904258	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017290.RefGen_V4	5	-	191978050	191978691	642	191975298	191981442	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017291.RefGen_V4	5	-	191981265	191985412	4148	191980266	191986410	6144	retained	2	0	0	1	28	0	0	0
Zm00001d017292.RefGen_V4	5	+	192003418	192004251	834	192000762	192006906	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017293.RefGen_V4	5	+	192003421	192010358	6938	192000745	192013033	12288	retained	4	9	4	5	232	0	0	0
Zm00001d017294.RefGen_V4	5	-	192007580	192011428	3849	192006431	192012575	6144	retained	5	1	1	2	95	0	0	0
Zm00001d017296.RefGen_V4	5	+	192042612	192048035	5424	192042251	192048395	6144	retained	7	5	8	6	285	0	0	0
Zm00001d017297.RefGen_V4	5	+	192052474	192052659	186	192049494	192055638	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017298.RefGen_V4	5	-	192055233	192063973	8741	192053458	192065746	12288	retained	16	17	16	12	740	0	0	0
Zm00001d017300.RefGen_V4	5	+	192157682	192158126	445	192154831	192160975	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017301.RefGen_V4	5	-	192160637	192169337	8701	192158842	192171130	12288	retained	14	0	1	4	242	0	0	0
Zm00001d017302.RefGen_V4	5	+	192170014	192170412	399	192167140	192173284	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017303.RefGen_V4	5	-	192174078	192193537	19460	192171519	192196095	24576	retained	45	65	19	30	2238	30	1	1
Zm00001d017306.RefGen_V4	5	+	192243406	192247186	3781	192242223	192248367	6144	retained	7	1	0	2	113	0	0	0
Zm00001d017307.RefGen_V4	5	-	192250124	192251959	1836	192247969	192254113	6144	retained	6	2	2	2	137	0	0	0
Zm00001d017308.RefGen_V4	5	-	192348816	192384016	35201	192347983	192384847	36864	retained	54	51	35	46	2618	2	1	1
Zm00001d017310.RefGen_V4	5	+	192385972	192390295	4324	192385061	192391205	6144	retained	5	0	1	1	80	0	0	0
Zm00001d017312.RefGen_V4	5	+	192403670	192405257	1588	192401391	192407535	6144	retained	3	1	1	1	68	0	0	0
Zm00001d017316.RefGen_V4	5	+	192508313	192508723	411	192505445	192511589	6144	retained	2	0	0	1	29	0	0	0
Zm00001d017317.RefGen_V4	5	+	192510272	192511687	1416	192507907	192514051	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017318.RefGen_V4	5	-	192526748	192531354	4607	192525978	192532122	6144	retained	3	2	0	1	67	0	0	0
Zm00001d017320.RefGen_V4	5	-	192612135	192613292	1158	192609641	192615785	6144	retained	1	0	0	1	16	0	0	0
Zm00001d017323.RefGen_V4	5	+	192697941	192702593	4653	192697194	192703338	6144	retained	6	1	1	1	104	0	0	0
Zm00001d017324.RefGen_V4	5	-	192702495	192709743	7249	192699974	192712262	12288	retained	17	4	13	6	477	0	0	0
Zm00001d017325.RefGen_V4	5	-	192848229	192850437	2209	192846260	192852404	6144	retained	3	0	0	1	42	0	0	0
Zm00001d017326.RefGen_V4	5	-	192888885	192890618	1734	192886679	192892823	6144	retained	2	0	1	1	42	0	0	0
Zm00001d017328.RefGen_V4	5	-	192930110	192930846	737	192927405	192933549	6144	retained	3	0	0	1	42	0	0	0
Zm00001d017329.RefGen_V4	5	-	193000709	193002585	1877	192998574	193004718	6144	retained	2	1	1	1	55	0	0	0
Zm00001d017330.RefGen_V4	5	+	193146758	193147606	849	193144109	193150253	6144	retained	1	0	0	1	16	0	0	0
