species_id	gene_id	gene_name	flag	swissprot_accession	entry_name	pe	caution_records	difference_vs_reference	closest_reference_protein	curated_length
Athaliana	AT3G10310.TAIR10	AT3G10310	swissprot_caution_erroneous_gene_model_prediction	F4J2M6	KN14L_ARATH	3	Sequence=AAF02812.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix479_suffix443_len955vs922	AT3G10310.1.TAIR10	955
Athaliana	AT5G60930.TAIR10	AT5G60930	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	F4K0J3	KN4C_ARATH	2	Sequence=AED97398.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB10642.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAC42985.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1248_suffix1_len1300vs1294	AT5G60930.1.TAIR10	1300
Athaliana	AT1G20060.TAIR10	AT1G20060	swissprot_caution_erroneous_gene_model_prediction	F4HR11	KN6_ARATH	3	Sequence=AAF79908.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE29929.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix654_suffix316_len971vs970	AT1G20060.1.TAIR10	971
Athaliana	AT5G42490.TAIR10	AT5G42490	swissprot_caution_erroneous_gene_model_prediction	Q9FIG8	KN7J_ARATH	3	Sequence=AED94816.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB10490.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix411_suffix188_len930vs1087	AT5G42490.1.TAIR10	930
Athaliana	AT5G06670.TAIR10	AT5G06670	swissprot_caution_erroneous_gene_model_prediction	F4K3X8	KN7L_ARATH	3	Sequence=AED91048.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB11416.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix139_suffix838_len977vs986	AT5G06670.1.TAIR10	977
Athaliana	AT1G11160.TAIR10	AT1G11160	swissprot_caution_erroneous_gene_model_prediction	A0A1P8AW69	KTN81_ARATH	1	Sequence=AAD49999.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix351_suffix667_len1019vs1021	AT1G11160.1.TAIR10	1019
Athaliana	AT5G58910.TAIR10	AT5G58910	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q1PDH6	LAC16_ARATH	2	Sequence=ABK28766.1; Type=Erroneous termination; Note=Extended C-terminus.; Evidence={ECO:0000305} | Sequence=AED97116.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix474_len566vs523	AT5G58910.1.TAIR10	566
Athaliana	AT5G03270.TAIR10	AT5G03270	swissprot_caution_erroneous_gene_model_prediction	Q9LYV8	LOG6_ARATH	3	Sequence=BAB08387.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix76_suffix0_len201vs229	AT5G03270.1.TAIR10	201
Athaliana	AT1G33840.TAIR10	AT1G33840	swissprot_caution_erroneous_gene_model_prediction	Q9LQ36	LOR1_ARATH	3	Sequence=AAF97296.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG52207.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix207_suffix0_len224vs230	AT1G33840.1.TAIR10	224
Athaliana	AT3G45390.TAIR10	AT3G45390	swissprot_caution_erroneous_gene_model_prediction	Q7FK82	LRK12_ARATH	2	Sequence=CAB72488.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix412_suffix187_len669vs604	AT3G45390.1.TAIR10	669
Athaliana	AT5G59270.TAIR10	AT5G59270	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q9FIF0	LRK22_ARATH	3	Sequence=AED97164.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09772.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09772.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	internal_difference_prefix251_suffix417_len694vs668	AT5G59270.1.TAIR10	694
Athaliana	AT4G28350.TAIR10	AT4G28350	swissprot_caution_erroneous_gene_model_prediction	O49445	LRK72_ARATH	3	Sequence=CAA16875.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79637.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix268_suffix363_len681vs649	AT4G28350.1.TAIR10	681
Athaliana	AT1G18390.TAIR10	AT1G18390	swissprot_caution_erroneous_gene_model_prediction	P0C5E2	LRL12_ARATH	2	Sequence=AAF25996.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At1g18390 and At1g18400.; Evidence={ECO:0000305} | Sequence=AAM13983.1; Type=Miscellaneous discrepancy; Note=Cloning artifact.; Evidence={ECO:0000305} | Sequence=AAX23748.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE29710.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix399_len651vs648	AT1G18390.1.TAIR10	651
Athaliana	AT1G66880.TAIR10	AT1G66880	swissprot_caution_erroneous_gene_model_prediction	F4HQ17	LRL14_ARATH	2	Sequence=AAG50588.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG60067.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE34567.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix433_len663vs1296	AT1G66880.1.TAIR10	663
Athaliana	AT5G38240.TAIR10	AT5G38240	swissprot_caution_erroneous_gene_model_prediction	F4KA50	LRL22_ARATH	3	Sequence=BAB11290.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix252_suffix304_len624vs588	AT5G38240.1.TAIR10	624
Athaliana	AT5G38250.TAIR10	AT5G38250	swissprot_caution_erroneous_gene_model_prediction	F4KA51	LRL23_ARATH	3	Sequence=BAB11291.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix263_suffix290_len620vs579	AT5G38250.1.TAIR10	620
Athaliana	AT1G66930.TAIR10	AT1G66930	swissprot_caution_erroneous_gene_model_prediction	F4HQ23	LRL27_ARATH	3	Sequence=AAF98207.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG50593.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE34573.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix393_len883vs674	AT1G66930.1.TAIR10	883
Athaliana	AT5G66100.TAIR10	AT5G66100	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q8RWR2	LRP1B_ARATH	1	Sequence=AAM10313.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=AAN31109.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=AED98159.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=BAB10415.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_1aa	AT5G66100.1.TAIR10	452
Athaliana	AT4G22650.TAIR10	AT4G22650	swissprot_caution_erroneous_gene_model_prediction	Q9SUV6	LTG34_ARATH	3	Sequence=AEE84634.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA16550.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA22170.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79220.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix115_suffix0_len142vs156	AT4G22650.1.TAIR10	142
Athaliana	AT1G55260.TAIR10	AT1G55260	swissprot_caution_erroneous_initiation	F4I082	LTPG6_ARATH	2	Sequence=AAM61728.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AEE33214.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_43aa	AT1G55260.1.TAIR10	184
Athaliana	AT3G06230.TAIR10	AT3G06230	swissprot_caution_erroneous_termination	Q9M8J5	M2K8_ARATH	3	Sequence=AAF30316.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=AEE74363.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT3G06230.1.TAIR10	309
Athaliana	AT1G54960.TAIR10	AT1G54960	swissprot_caution_erroneous_gene_model_prediction	Q9FZ36	M3K2_ARATH	2	Sequence=AAG51109.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_45aa	AT1G54960.1.TAIR10	651
Athaliana	AT3G60840.TAIR10	AT3G60840	swissprot_caution_erroneous_gene_model_prediction	Q9LZY0	MA654_ARATH	1	Sequence=CAB82688.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_29aa	AT3G60840.1.TAIR10	677
Athaliana	AT2G38720.TAIR10	AT2G38720	swissprot_caution_erroneous_gene_model_prediction	Q9ZVJ3	MA655_ARATH	1	Sequence=AAC67346.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix86_suffix126_len550vs587	AT2G38720.1.TAIR10	550
Athaliana	AT5G65080.TAIR10	AT5G65080	swissprot_caution_erroneous_initiation	Q683D7	MAF5_ARATH	2	Sequence=ABF19021.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=ACL93445.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=BAB11644.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=BAD42943.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_7aa	AT5G65080.1.TAIR10	198
Athaliana	AT3G30540.TAIR10	AT3G30540	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination;swissprot_caution_frameshift	Q9LW44	MANP_ARATH	5	Sequence=AEE77650.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE77650.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=AEE77650.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB01021.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB01021.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=BAB01021.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix77_suffix0_len408vs329	AT3G30540.1.TAIR10	408
Athaliana	ATCG00040.TAIR10	ATCG00040	swissprot_caution_erroneous_initiation	P56784	MATK_ARATH	3	Sequence=BAA84366.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_22aa	ATCG00040.1.TAIR10	504
Athaliana	AT1G31390.TAIR10	AT1G31390	swissprot_caution_erroneous_gene_model_prediction	Q9C870	MCC01_ARATH	4	Sequence=AAF24591.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At1g31390 and At1g31400.; Evidence={ECO:0000305} | Sequence=AAG51271.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE31350.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix266_suffix0_len279vs268	AT1G31390.1.TAIR10	279
Athaliana	AT2G05410.TAIR10	AT2G05410	swissprot_caution_erroneous_gene_model_prediction	Q9SHT3	MCC04_ARATH	4	Sequence=AAD32896.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEC05927.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_38aa	AT2G05410.1.TAIR10	303
Athaliana	AT2G42470.TAIR10	AT2G42470	swissprot_caution_erroneous_gene_model_prediction	P0DKG5	MCC08_ARATH	4	Sequence=AAD23728.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At2g42465 and At2g42470.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix0_len304vs898	AT2G42470.1.TAIR10	304
Athaliana	AT2G42480.TAIR10	AT2G42480	swissprot_caution_erroneous_gene_model_prediction	P0DKG7	MCC10_ARATH	4	Sequence=AAD23729.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At2g42475 and At2g42480.; Evidence={ECO:0000305}	internal_difference_prefix164_suffix1_len370vs743	AT2G42480.1.TAIR10	370
Athaliana	AT3G44800.TAIR10	AT3G44800	swissprot_caution_erroneous_gene_model_prediction	F4J4A1	MCC14_ARATH	4	Sequence=AAB70027.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix337_suffix0_len342vs564	AT3G44800.1.TAIR10	342
Athaliana	AT3G58220.TAIR10	AT3G58220	swissprot_caution_erroneous_gene_model_prediction	F4J4P8	MCC17_ARATH	2	Sequence=AEE79756.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB68160.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix144_suffix0_len313vs351	AT3G58220.1.TAIR10	313
Athaliana	AT3G58250.TAIR10	AT3G58250	swissprot_caution_erroneous_gene_model_prediction	Q9M2J1	MCC19_ARATH	4	Sequence=AEE79759.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB68163.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix279_suffix24_len303vs317	AT3G58250.1.TAIR10	303
Athaliana	AT3G58280.TAIR10	AT3G58280	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q58FV5	MCC22_ARATH	2	Sequence=AAZ52731.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB68166.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_55aa	AT3G58280.1.TAIR10	298
Athaliana	AT3G58370.TAIR10	AT3G58370	swissprot_caution_erroneous_gene_model_prediction	Q9M2H9	MCC26_ARATH	4	Sequence=CAB68175.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_107aa	AT3G58370.1.TAIR10	326
Athaliana	AT3G58400.TAIR10	AT3G58400	swissprot_caution_erroneous_gene_model_prediction	Q9M2H6	MCC28_ARATH	4	Sequence=CAB68178.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix255_len293vs316	AT3G58400.1.TAIR10	293
Athaliana	AT3G58410.TAIR10	AT3G58410	swissprot_caution_erroneous_gene_model_prediction	Q9M2H5	MCC29_ARATH	4	Sequence=AEE79778.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB68179.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix229_len321vs328	AT3G58410.1.TAIR10	321
Athaliana	AT3G58430.TAIR10	AT3G58430	swissprot_caution_erroneous_gene_model_prediction	F4J5U9	MCC30_ARATH	4	Sequence=CAB68181.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix180_suffix66_len325vs535	AT3G58430.1.TAIR10	325
Athaliana	AT3G58440.TAIR10	AT3G58440	swissprot_caution_erroneous_gene_model_prediction	Q9M2H2	MCC31_ARATH	4	Sequence=AEE79781.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB68182.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix137_suffix74_len358vs601	AT3G58440.1.TAIR10	358
Athaliana	AT3G09660.TAIR10	AT3G09660	swissprot_caution_erroneous_gene_model_prediction	Q9SF37	MCM8_ARATH	2	Sequence=AAF23296.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix560_suffix168_len801vs777	AT3G09660.1.TAIR10	801
Athaliana	AT5G45840.TAIR10	AT5G45840	swissprot_caution_erroneous_gene_model_prediction	C0LGU7	MDIS1_ARATH	1	Sequence=BAB09312.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix228_suffix467_len695vs706	AT5G45840.2.TAIR10	695
Athaliana	AT1G67120.TAIR10	AT1G67120	swissprot_caution_erroneous_gene_model_prediction	A0A1P8AUY4	MDN1_ARATH	1	Sequence=AAD10657.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix3196_suffix2197_len5400vs5393	AT1G67120.1.TAIR10	5400
Athaliana	AT4G00450.TAIR10	AT4G00450	swissprot_caution_erroneous_gene_model_prediction	H3K2Y6	MED12_ARATH	1	Sequence=AAB62842.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAF02800.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80854.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix223_suffix1901_len2235vs2253	AT4G00450.1.TAIR10	2235
Athaliana	AT3G50440.TAIR10	AT3G50440	swissprot_caution_erroneous_initiation	Q8S9K8	MES10_ARATH	1	Sequence=CAB62473.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_longer_by_13aa	AT3G50440.1.TAIR10	275
Athaliana	AT2G23570.TAIR10	AT2G23570	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	F4IMK4	MES19_ARATH	2	Sequence=AAC23770.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAC23770.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix180_len260vs228	AT2G23570.1.TAIR10	260
Athaliana	AT3G55270.TAIR10	AT3G55270	swissprot_caution_erroneous_gene_model_prediction	Q9C5S1	MKP1_ARATH	1	Sequence=CAB75761.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_571_mismatches	AT3G55270.1.TAIR10	784
Athaliana	AT4G35520.TAIR10	AT4G35520	swissprot_caution_erroneous_gene_model_prediction	F4JN26	MLH3_ARATH	2	Sequence=CAA20022.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80268.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix978_suffix177_len1155vs1169	AT4G35520.1.TAIR10	1155
Athaliana	AT4G15760.TAIR10	AT4G15760	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	O81815	MO1_ARATH	2	Sequence=AEE83647.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=CAB10354.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78618.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_25aa	AT4G15760.1.TAIR10	397
Athaliana	AT4G36270.TAIR10	AT4G36270	swissprot_caution_erroneous_gene_model_prediction	F4JPP0	MORC3_ARATH	3	Sequence=AEE86642.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA18133.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80298.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix95_len589vs486	AT4G36270.1.TAIR10	589
Athaliana	AT5G50780.TAIR10	AT5G50780	swissprot_caution_erroneous_gene_model_prediction	F4KAF2	MORC4_ARATH	1	Sequence=AED95991.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAA96991.2; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix452_suffix348_len800vs819	AT5G50780.1.TAIR10	800
Athaliana	AT4G24680.TAIR10	AT4G24680	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q9SB63	MOS1_ARATH	1	Sequence=AAL32626.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AEE84942.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA22995.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79378.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix9_suffix1203_len1412vs1427	AT4G24680.1.TAIR10	1412
Athaliana	AT5G09710.TAIR10	AT5G09710	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9LXD4	MRS29_ARATH	5	Sequence=BAB09529.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09529.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB89359.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB89359.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix88_suffix67_len387vs328	AT5G09710.1.TAIR10	387
Athaliana	AT4G20900.TAIR10	AT4G20900	swissprot_caution_erroneous_gene_model_prediction	Q9SUC3	MS5_ARATH	2	Sequence=AEE84373.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB45885.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79090.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix215_suffix219_len434vs450	AT4G20900.1.TAIR10	434
Athaliana	AT5G56795.TAIR10	AT5G56795	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q38803	MT1B_ARATH	5	Sequence=AB013392; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AED96808.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AED96808.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix10_suffix0_len45vs51	AT5G56795.1.TAIR10	45
Athaliana	AT2G42000.TAIR10	AT2G42000	swissprot_caution_erroneous_initiation	P93746	MT4A_ARATH	2	Sequence=AAB63543.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_31aa	AT2G42000.1.TAIR10	84
Athaliana	AT5G37990.TAIR10	AT5G37990	swissprot_caution_erroneous_initiation	Q9FKC8	MT799_ARATH	3	Sequence=BAB09044.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_43aa	AT5G37990.1.TAIR10	362
Athaliana	AT2G03050.TAIR10	AT2G03050	swissprot_caution_erroneous_initiation	Q84X53	MTEF1_ARATH	2	Sequence=AEC05659.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_1aa	AT2G03050.1.TAIR10	284
Athaliana	AT2G04620.TAIR10	AT2G04620	swissprot_caution_erroneous_gene_model_prediction	Q9SI03	MTP12_ARATH	3	Sequence=AEC05849.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix141_len300vs798	AT2G04620.1.TAIR10	300
Athaliana	AT5G57880.TAIR10	AT5G57880	swissprot_caution_erroneous_gene_model_prediction	F4KDF5	MUPS1_ARATH	2	Sequence=BAB08858.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix125_suffix252_len377vs385	AT5G57880.1.TAIR10	377
Athaliana	AT1G31720.TAIR10	AT1G31720	swissprot_caution_erroneous_gene_model_prediction	A2RVU1	MWL1_ARATH	1	Sequence=AAG60140.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_19aa	AT1G31720.1.TAIR10	175
Athaliana	AT5G20490.TAIR10	AT5G20490	swissprot_caution_frameshift	F4K5J1	MYO17_ARATH	1	Sequence=AER51968.1; Type=Frameshift; Evidence={ECO:0000305}	reference_shorter_by_66aa	AT5G20490.2.TAIR10	1531
Athaliana	AT5G08740.TAIR10	AT5G08740	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q8GXR9	NDC1_ARATH	1	Sequence=BAC42708.1; Type=Erroneous termination; Note=Extended C-terminus.; Evidence={ECO:0000305} | Sequence=CAC35879.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_2_mismatches	AT5G08740.1.TAIR10	519
Athaliana	AT4G09320.TAIR10	AT4G09320	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	P39207	NDK1_ARATH	1	Sequence=AAK48956.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAA49173.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_20aa	AT4G09320.1.TAIR10	149
Athaliana	AT5G05660.TAIR10	AT5G05660	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9FFK8	NFXL2_ARATH	1	Sequence=AK228690; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAB09660.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_3aa	AT5G05660.1.TAIR10	883
Athaliana	AT4G08530.TAIR10	AT4G08530	swissprot_caution_erroneous_initiation	Q9M0T1	NLTPF_ARATH	2	Sequence=AAT85731.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_23aa	AT4G08530.1.TAIR10	126
Athaliana	AT5G04050.TAIR10	AT5G04050	swissprot_caution_erroneous_gene_model_prediction	Q9LZA5	NMAT3_ARATH	3	Sequence=AED90691.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB85525.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix574_suffix0_len723vs600	AT5G04050.1.TAIR10	723
Athaliana	AT5G27140.TAIR10	AT5G27140	swissprot_caution_erroneous_gene_model_prediction	O04656	NOP5C_ARATH	3	Sequence=AAB61074.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AED93654.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix127_suffix0_len450vs445	AT5G27140.1.TAIR10	450
Athaliana	AT1G18800.TAIR10	AT1G18800	swissprot_caution_frameshift	Q8LC68	NRP2_ARATH	1	Sequence=AAO63312.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=BAC42657.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix201_suffix54_len255vs256	AT1G18800.1.TAIR10	255
Athaliana	AT4G15950.TAIR10	AT4G15950	swissprot_caution_erroneous_gene_model_prediction	Q6DBA5	NRPD4_ARATH	1	Sequence=CAB46033.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78637.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix116_suffix0_len205vs206	AT4G15950.1.TAIR10	205
Athaliana	AT5G44450.TAIR10	AT5G44450	swissprot_caution_erroneous_gene_model_prediction	Q5PP70	NTM1_ARATH	2	Sequence=BAB09152.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_58aa	AT5G44450.1.TAIR10	276
Athaliana	AT1G33410.TAIR10	AT1G33410	swissprot_caution_erroneous_gene_model_prediction	Q9C811	NU160_ARATH	1	Sequence=AAG51224.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1423_suffix72_len1495vs1504	AT1G33410.1.TAIR10	1495
