dataset	run	species	genotype_stratum	instrument	data_type	expected_files	expected_reads	source_checksum	source_checksum_authority	local_fa_md5	role	basis	note
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275229	SRR34258143	Sbicolor	unknown	Sequel II	RNA-Seq	1	148602	a0e1a81f36066bdf0c8f40d65ce01150	ENA_fastq_md5	46ef356e3282b65b2de02ccc39145ee7	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275229	SRR34258144	Sbicolor	unknown	Sequel II	RNA-Seq	1	534143	0ae006eef84554f18c3814a38a762a20	ENA_fastq_md5	aaef95f386d8c930d1d1bace3aad2b13	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275229	SRR34258145	Sbicolor	unknown	Sequel II	RNA-Seq	1	183050	88fea04dab0e2fdf17f2280712053bee	ENA_fastq_md5	90388fd8325a01585b68255896bfd9b2	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275264	SRR34258119	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1473886	a06435435093a502790a8dc992653724	ENA_fastq_md5	8e358d1ca7dbdf36a0480af70297d83e	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275264	SRR34258120	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1622139	e5704f08f8f7c38e24e96c17de035fb2	ENA_fastq_md5	921fed82300130df15722afbefd04e6b	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275264	SRR34258159	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1209267	a765c9e0021bd263f61119261506089e	ENA_fastq_md5	21f0b8aae47a27120ea4ff83383feb72	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275264	SRR34258160	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1288461	2e01877d8db5d06260a2ab7e24ad3bad	ENA_fastq_md5	c2cdd88f8be2686647b821edb7ddcb9e	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275264	SRR34258161	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1168915	0edceb7fdfd3768f7ae97b6d514ddcb6	ENA_fastq_md5	5d101a099391519e6229714fa8681126	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275290	SRR34257851	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1457598	289e665776c67145b86bedd621f97819	ENA_fastq_md5	862f5cbf3ca29c35038fdeb7bb1fc93a	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275290	SRR34257908	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1635004	b35be1fa029171cfaede458c692b09eb	ENA_fastq_md5	2b83f489c33ae14e0f528cc697157db2	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275290	SRR34258111	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	154727	333771972ab5d515bc98cf5a08336a7e	ENA_fastq_md5	ef4b6fc8a2722bdb973b1376db79b582	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275290	SRR34258112	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	69725	471e41b9e4a4e170fe637511bb418db6	ENA_fastq_md5	db1ce3536a8324d22d5ef173deff79f9	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275290	SRR34258113	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	629269	971119aaddfc9b6fe8c068c85f48e181	ENA_fastq_md5	ce877f8ea86d735eb0ae7047c568fbd8	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275324	SRR34258146	Sbicolor	unknown	Sequel II	RNA-Seq	1	291920	a07d97137ddd163cfe186698b9a83550	ENA_fastq_md5	eba2388f4e7d4ef2f6e8320857b5f20e	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275324	SRR34258147	Sbicolor	unknown	Sequel II	RNA-Seq	1	131570	90d6b21f81d8d93a5166a6473c82e5c6	ENA_fastq_md5	89091946151bbe8d8a3d769c03bc4963	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275324	SRR34258148	Sbicolor	unknown	Sequel II	RNA-Seq	1	344010	c1114745e4af571d416f106d218d491d	ENA_fastq_md5	d2df43a28cb9949cad21586f1f2d3901	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275324	SRR34258150	Sbicolor	unknown	Sequel II	RNA-Seq	1	122355	ba767df63f75f6e3f91625c1fb94dc22	ENA_fastq_md5	89d735f8bd0e847e353b4dca8ef087f3	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275413	SRR34257924	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	307707	680aeedf60c50b2f3c79b834379faa98	ENA_fastq_md5	75d8498fbe0bd6ce540e71ac03a2be93	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275413	SRR34257925	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	54363	e2f1f283464907c3ab005b4f65d6e4be	ENA_fastq_md5	547b683c9c6333d300f274aeb4b9d309	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275413	SRR34257926	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	190788	5203de06a7dcc67d99fdaf1fe276d70c	ENA_fastq_md5	1a3537d0bf48d5fd4efbeab844c700e9	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275413	SRR34257927	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	144857	fa4efdb14d2115d99450f3602ce5f224	ENA_fastq_md5	1511a63da47b1e5ac4433dcf8ee1da48	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275413	SRR34257928	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	81066	f878597be3b22b07c072f4ddde82c773	ENA_fastq_md5	d57ae0a09cc93b6d54bcbb82342c41c3	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275435	SRR34257903	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	157686	d4d1105bf7f2e709455ccccae61cf7c6	ENA_fastq_md5	fa17450b1930043e8ddc1dd0ee01a5a6	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275435	SRR34257904	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	71472	5af5601336fae5f2c52f20a73e035bed	ENA_fastq_md5	04ff703f7255356d32fb92e7eb431ff4	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275435	SRR34257905	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	628920	408d86d6748260d0bdf73ef550f960eb	ENA_fastq_md5	b7f98dec58af97c1f795970978b23e02	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275435	SRR34258084	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1569898	40ea8eaf89d738c169586a34347d3929	ENA_fastq_md5	03e54d220b35a537393bb6b1944d4d4d	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Sbicolor/wray_PRJNA1275435	SRR34258085	Sbicolor	unknown	Sequel IIe	RNA-Seq	1	1759240	d7c75d81865a449b9cd511532d187040	ENA_fastq_md5	ea7b20f4eb70fa4af692499613fd0066	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342050	Vvinifera	unknown	Sequel II	FL-cDNA	1	152287	4c4c970572123962de35f63256792107	ENA_fastq_md5	70482b88d4d9eb652fcb3a98fce11327	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342051	Vvinifera	unknown	Sequel II	FL-cDNA	1	83161	9074e7a022a3abccb4b13daaf8fb9c4e	ENA_fastq_md5	e9e229839b447bc9b6a18c6793b4d39d	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342052	Vvinifera	unknown	Sequel II	FL-cDNA	1	154499	b5b0ad0d7d27c88ecbb2dd34c191f66c	ENA_fastq_md5	d97028edc4990bae4015c04eecde134b	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342053	Vvinifera	unknown	Sequel II	FL-cDNA	1	126665	3632fb1b8e49f22add9e4bba00b24064	ENA_fastq_md5	5379c7490c7308a3901741385aa7b03c	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342054	Vvinifera	unknown	Sequel II	FL-cDNA	1	222283	5cbea4abe0deb4facb39242fda3b3ec9	ENA_fastq_md5	70ea6b76c6b85bb08aa212a049358eb1	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342055	Vvinifera	unknown	Sequel II	FL-cDNA	1	214641	e9c343ec24ca3ab0414ab2f5589e51a6	ENA_fastq_md5	4c57137a776bc03b45e24f221b22b681	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342056	Vvinifera	unknown	Sequel II	FL-cDNA	1	383395	06679e2033fedbb0b62bdeac46274d9e	ENA_fastq_md5	7879a206667a79ba5eb0bc0c6625c69a	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342057	Vvinifera	unknown	Sequel II	FL-cDNA	1	576351	6cf8243bbb7f12fdea9acc899f02a42a	ENA_fastq_md5	86f91f99fac9908b6aad861612b7f511	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
RETIRED_DO_NOT_USE/training_pacbio_subreads_20260903/Vvinifera/zhuosexiang_9tissue_PRJNA1185815	SRR31342058	Vvinifera	unknown	Sequel II	FL-cDNA	1	543328	d1d165f110f85ed6f232ff02e103fefd	ENA_fastq_md5	0915a6c29aa8a8e222c56050b1efc2ae	excluded	issue #60, author decision 2026-09-03: subreads-only, protocol §3/v1.3/v1.5 admits CCS/FLNC level only	not stated
